capture	decode	messages	key_exchange	finish_rsp	secured	get_mel	get_csr	versions
w4-baseline-20260901T054208Z/single-algo.pcap	beside	30	0	0	0	0	0	10 14
w4-baseline-20260901T054208Z/walkthrough.pcap	beside	30	0	0	0	0	0	10 14
w4-tamper-20260901T054403Z/svn5.pcap	beside	30	0	0	0	0	0	10 14
w4-tamper-20260901T054403Z/svn9.pcap	beside	30	0	0	0	0	0	10 14
w4-tamper-20260901T054403Z/t0_clean.pcap	beside	30	0	0	0	0	0	10 14
w4-tamper-20260901T054403Z/t0_none.pcap	beside	30	0	0	0	0	0	10 14
w4-tamper-20260901T054403Z/t1_meas.pcap	beside	30	0	0	0	0	0	10 14
w4-tamper-20260901T054403Z/t3_cert.pcap	beside	10	0	0	0	0	0	10 14
w4-tamper-20260901T054403Z/t3b_foreign.pcap	beside	30	0	0	0	0	0	10 14
w5-tamper-20260910T092621Z/svn5.pcap	beside	30	0	0	0	0	0	10 14
w5-tamper-20260910T092621Z/svn9.pcap	beside	30	0	0	0	0	0	10 14
w5-tamper-20260910T092621Z/t0_clean.pcap	beside	30	0	0	0	0	0	10 14
w5-tamper-20260910T092621Z/t0_none.pcap	beside	30	0	0	0	0	0	10 14
w5-tamper-20260910T092621Z/t0_proxy.pcap	beside	30	0	0	0	0	0	10 14
w5-tamper-20260910T092621Z/t1_meas.pcap	beside	30	0	0	0	0	0	10 14
w5-tamper-20260910T092621Z/t2a_record.pcap	beside	30	0	0	0	0	0	10 14
w5-tamper-20260910T092621Z/t2b_sig.pcap	beside	30	0	0	0	0	0	10 14
w5-tamper-20260910T092621Z/t3_cert.pcap	beside	10	0	0	0	0	0	10 14
w5-tamper-20260910T092621Z/t3b_foreign.pcap	beside	30	0	0	0	0	0	10 14
w7-pqc-ab-20260914T073732Z/A0-all.pcap	beside	22	0	0	0	0	0	10 14
w7-pqc-ab-20260914T073732Z/A0-obo.pcap	beside	546	0	0	0	0	0	10 14
w7-pqc-ab-20260914T073732Z/P2-all.pcap	beside	18	0	0	0	0	0	10 14
w7-pqc-ab-20260914T073732Z/P2-obo.pcap	beside	18	0	0	0	0	0	10 14
w8-dts-sweep-20260914T132232Z/A0-dts1024.pcap	beside	22	0	0	0	0	0	10 14
w8-dts-sweep-20260914T132232Z/A0-dts16384.pcap	beside	22	0	0	0	0	0	10 14
w8-dts-sweep-20260914T132232Z/A0-dts2048.pcap	beside	22	0	0	0	0	0	10 14
w8-dts-sweep-20260914T132232Z/A0-dts32768.pcap	beside	22	0	0	0	0	0	10 14
w8-dts-sweep-20260914T132232Z/A0-dts4608.pcap	beside	22	0	0	0	0	0	10 14
w8-dts-sweep-20260914T132232Z/A0-dts8192.pcap	beside	22	0	0	0	0	0	10 14
w8-dts-sweep-20260914T132232Z/P2-dts1024.pcap	beside	10	0	0	0	0	0	10 14
w8-dts-sweep-20260914T132232Z/P2-dts16384.pcap	beside	10	0	0	0	0	0	10 14
w8-dts-sweep-20260914T132232Z/P2-dts2048.pcap	beside	10	0	0	0	0	0	10 14
w8-dts-sweep-20260914T132232Z/P2-dts32768.pcap	beside	10	0	0	0	0	0	10 14
w8-dts-sweep-20260914T132232Z/P2-dts4608.pcap	beside	10	0	0	0	0	0	10 14
w8-dts-sweep-20260914T132232Z/P2-dts8192.pcap	beside	10	0	0	0	0	0	10 14
w8-dts-sweep-20260914T133120Z/A0-dts1024.pcap	beside	34	0	0	0	0	0	10 14
w8-dts-sweep-20260914T133120Z/A0-dts16384.pcap	beside	22	0	0	0	0	0	10 14
w8-dts-sweep-20260914T133120Z/A0-dts2048.pcap	beside	22	0	0	0	0	0	10 14
w8-dts-sweep-20260914T133120Z/A0-dts32768.pcap	beside	22	0	0	0	0	0	10 14
w8-dts-sweep-20260914T133120Z/A0-dts4608.pcap	beside	22	0	0	0	0	0	10 14
w8-dts-sweep-20260914T133120Z/A0-dts8192.pcap	beside	22	0	0	0	0	0	10 14
w8-dts-sweep-20260914T133120Z/P2-dts1024.pcap	beside	44	0	0	0	0	0	10 14
w8-dts-sweep-20260914T133120Z/P2-dts16384.pcap	beside	14	0	0	0	0	0	10 14
w8-dts-sweep-20260914T133120Z/P2-dts2048.pcap	beside	28	0	0	0	0	0	10 14
w8-dts-sweep-20260914T133120Z/P2-dts32768.pcap	beside	10	0	0	0	0	0	10 14
w8-dts-sweep-20260914T133120Z/P2-dts4608.pcap	beside	18	0	0	0	0	0	10 14
w8-dts-sweep-20260914T133120Z/P2-dts8192.pcap	beside	16	0	0	0	0	0	10 14
w8-pqc-matrix-20260914T131557Z/A0-all.pcap	beside	22	0	0	0	0	0	10 14
w8-pqc-matrix-20260914T131557Z/A0-nochunk.pcap	beside	22	0	0	0	0	0	10 14
w8-pqc-matrix-20260914T131557Z/A0-obo.pcap	beside	546	0	0	0	0	0	10 14
w8-pqc-matrix-20260914T131557Z/A0-vca.pcap	beside	6	0	0	0	0	0	10 14
w8-pqc-matrix-20260914T131557Z/A1-all.pcap	beside	22	0	0	0	0	0	10 14
w8-pqc-matrix-20260914T131557Z/A1-obo.pcap	beside	546	0	0	0	0	0	10 14
w8-pqc-matrix-20260914T131557Z/A1-vca.pcap	beside	6	0	0	0	0	0	10 14
w8-pqc-matrix-20260914T131557Z/P1-all.pcap	beside	16	0	0	0	0	0	10 14
w8-pqc-matrix-20260914T131557Z/P1-obo.pcap	beside	16	0	0	0	0	0	10 14
w8-pqc-matrix-20260914T131557Z/P1-vca.pcap	beside	6	0	0	0	0	0	10 14
w8-pqc-matrix-20260914T131557Z/P2-all.pcap	beside	18	0	0	0	0	0	10 14
w8-pqc-matrix-20260914T131557Z/P2-nochunk.pcap	beside	10	0	0	0	0	0	10 14
w8-pqc-matrix-20260914T131557Z/P2-obo.pcap	beside	18	0	0	0	0	0	10 14
w8-pqc-matrix-20260914T131557Z/P2-vca.pcap	beside	6	0	0	0	0	0	10 14
w8-pqc-matrix-20260914T131557Z/P3-all.pcap	beside	22	0	0	0	0	0	10 14
w8-pqc-matrix-20260914T131557Z/P3-obo.pcap	beside	22	0	0	0	0	0	10 14
w8-pqc-matrix-20260914T131557Z/P3-vca.pcap	beside	6	0	0	0	0	0	10 14
w8-pqc-matrix-20260914T131557Z/S1-all.pcap	beside	22	0	0	0	0	0	10 14
w8-pqc-matrix-20260914T131557Z/S1-obo.pcap	beside	22	0	0	0	0	0	10 14
w8-pqc-matrix-20260914T131557Z/S1-vca.pcap	beside	6	0	0	0	0	0	10 14
w9-afmctp-20260917T191731Z/A0.link.pcap	unreadable	0						
w9-afmctp-20260917T191731Z/A0.pcap	beside	22	0	0	0	0	0	10 14
w9-afmctp-20260917T191731Z/P2.link.pcap	unreadable	0						
w9-afmctp-20260917T191731Z/P2.pcap	beside	18	0	0	0	0	0	10 14
w9-afmctp-20260917T191731Z/replay.link.pcap	unreadable	0						
w9-afmctp-20260917T193803Z/A0.link.pcap	unreadable	0						
w9-afmctp-20260917T193803Z/A0.pcap	beside	22	0	0	0	0	0	10 14
w9-afmctp-20260917T193803Z/P2.link.pcap	unreadable	0						
w9-afmctp-20260917T193803Z/P2.pcap	beside	18	0	0	0	0	0	10 14
w9-afmctp-20260917T193803Z/replay.link.pcap	unreadable	0						
w9-afmctp-20260917T194002Z/A0.link.pcap	unreadable	0						
w9-afmctp-20260917T194002Z/A0.pcap	beside	22	0	0	0	0	0	10 14
w9-afmctp-20260917T194002Z/P2.link.pcap	unreadable	0						
w9-afmctp-20260917T194002Z/P2.pcap	beside	18	0	0	0	0	0	10 14
w9-afmctp-20260917T194002Z/replay.link.pcap	unreadable	0						
w9-afmctp-20260917T194210Z/A0.link.pcap	unreadable	0						
w9-afmctp-20260917T194210Z/A0.pcap	beside	22	0	0	0	0	0	10 14
w9-afmctp-20260917T194210Z/P2.link.pcap	unreadable	0						
w9-afmctp-20260917T194210Z/P2.pcap	beside	18	0	0	0	0	0	10 14
w9-afmctp-20260917T194210Z/replay.link.pcap	unreadable	0						
w9-afmctp-smoke-20260917T191518Z/A0.link.pcap	unreadable	0						
w9-afmctp-smoke-20260917T191518Z/A0.pcap	beside	22	0	0	0	0	0	10 14
w9-afmctp-smoke-20260917T191518Z/replay.link.pcap	unreadable	0						
